9162000,9162025,227.4607741576162
9162000,9162028,296.9
9162000,9162038,863.8222222222222
9162000,9162043,820.2666666666667
9162000,9162044,693.9666666666667
9162000,9162045,926.0
9162000,9162046,1004.8571428571429
9162000,9162047,844.0
9162000,9162048,972.0
9162000,9162064,719.5666666666667
9162000,9162065,940.0
9162000,9162066,1012.0
9162000,9162067,530.5357142857143
9162000,9162068,581.588888888889
9162000,9162069,252.80126984126986
9162000,9162070,323.4166666666667
9162000,9162071,430.2
9162000,9162072,449.4444444444444
9162000,9162075,549.1785714285714
9162000,9162078,581.2
9162000,9162084,203.07964901255144
9162000,9162085,308.6044444444444
9162000,9162090,453.46666666666664
9162000,9162091,463.56666666666666
9162000,9162092,270.60555555555555
9162000,9162094,1052.25
9162000,9162099,680.3333333333334
9162000,9162101,761.8571428571429
9162000,9162104,318.88888888888886
9162000,9162105,119.73333333333333
9162000,9162109,732.4666666666667
9162000,9162110,319.1333333333333
9162000,9162111,220.15214285714288
9162000,9162113,1356.0
9162000,9162122,511.34000000000003
9162000,9162123,408.35206349206345
9162000,9162124,430.8
9162000,9162125,389.56666666666666
9162000,9162126,358.19461760461763
9162000,9162127,452.0
9162000,9162129,399.03333333333336
9162000,9162133,201.86666666666667
9162000,9162140,379.46666666666664
9162000,9162159,288.8333333333333
9162000,9162160,676.3
9162000,9162161,1257.0
9162000,9162162,499.8333333333333
9162025,9162000,156.34066137566137
9162025,9162028,171.67835016835022
9162025,9162038,992.2426190476193
9162025,9162043,475.32222222222225
9162025,9162044,617.1923076923077
9162025,9162045,433.1333333333333
9162025,9162046,623.2
9162025,9162047,608.3333333333334
9162025,9162048,778.0
9162025,9162058,994.0
9162025,9162064,651.4722222222223
9162025,9162065,721.8205128205129
9162025,9162066,668.0055555555556
9162025,9162067,537.7444444444444
9162025,9162068,548.6166666666667
9162025,9162069,229.93639765084782
9162025,9162070,192.69242424242424
9162025,9162071,462.04999999999995
9162025,9162072,468.33444444444456
9162025,9162074,975.9583333333335
9162025,9162075,756.8461538461537
9162025,9162078,630.8611111111111
9162025,9162084,286.3368482763272
9162025,9162085,406.3913475413476
9162025,9162090,520.9333333333333
9162025,9162091,510.6
9162025,9162092,150.38222222222223
9162025,9162094,1037.25
9162025,9162095,813.7222222222222
9162025,9162099,664.2142857142857
9162025,9162101,868.8
9162025,9162104,479.91999999999996
9162025,9162105,226.81396825396826
9162025,9162108,389.35714285714283
9162025,9162109,724.4285714285714
9162025,9162110,319.5357142857143
9162025,9162111,123.00310166835406
9162025,9162112,745.25
9162025,9162113,782.5
9162025,9162122,333.3666666666667
9162025,9162123,334.8331776556777
9162025,9162124,281.07222222222214
9162025,9162125,265.79462962962964
9162025,9162126,257.0326011138164
9162025,9162127,332.72634920634925
9162025,9162129,638.4577777777778
9162025,9162132,611.8333333333334
9162025,9162133,265.8
9162025,9162140,545.3555555555555
9162025,9162159,366.8666666666667
9162025,9162160,599.4711111111112
9162025,9162161,1830.0
9162025,9162162,499.12904761904764
9162028,9162000,245.3722222222222
9162028,9162025,212.4354882154882
9162028,9162028,56.03734554933083
9162028,9162038,1083.7784126984125
9162028,9162043,926.6666666666666
9162028,9162044,611.9545454545455
9162028,9162045,1336.5
9162028,9162046,1479.5
9162028,9162047,821.25
9162028,9162048,743.5666666666667
9162028,9162058,871.4444444444445
9162028,9162060,817.3928571428571
9162028,9162062,865.1666666666666
9162028,9162063,886.8
9162028,9162064,1042.607142857143
9162028,9162065,946.0777777777779
9162028,9162066,723.3611111111112
9162028,9162067,866.5222222222222
9162028,9162068,467.0999711399711
9162028,9162069,261.0595238095238
9162028,9162070,146.45070175438596
9162028,9162071,409.1788888888889
9162028,9162072,415.7033333333333
9162028,9162075,1164.642857142857
9162028,9162078,1005.5444444444445
9162028,9162084,397.758694083694
9162028,9162085,397.3683068783069
9162028,9162087,883.6
9162028,9162090,1203.0
9162028,9162091,624.8571428571429
9162028,9162092,134.9693446088795
9162028,9162094,892.3846153846154
9162028,9162095,767.6071428571429
9162028,9162099,679.3214285714286
9162028,9162101,604.8822222222221
9162028,9162104,635.2444444444444
9162028,9162105,356.58888888888885
9162028,9162109,664.3333333333334
9162028,9162110,412.4
9162028,9162111,125.94194444444445
9162028,9162112,719.8666666666667
9162028,9162113,759.1277777777779
9162028,9162122,279.6166666666667
9162028,9162123,289.39112433862437
9162028,9162124,244.13333333333333
9162028,9162125,186.1333333333333
9162028,9162126,200.09039573986945
9162028,9162127,215.7466666666667
9162028,9162129,539.1466666666666
9162028,9162133,396.92857142857144
9162028,9162140,689.8444444444445
9162028,9162159,488.9
9162028,9162160,889.4611111111111
9162028,9162161,503.8181818181818
9162028,9162162,421.64984126984126
9162028,9162163,3183.0
9162038,9162000,580.7068783068783
9162038,9162025,632.0625315425316
9162038,9162028,611.5617155067156
9162038,9162038,350.90197270902195
9162038,9162043,465.69449476128136
9162038,9162044,526.6976443518845
9162038,9162045,555.9444030044031
9162038,9162046,431.91777777777776
9162038,9162047,509.14317460317466
9162038,9162048,384.21188530595646
9162038,9162058,544.4139168018953
9162038,9162059,551.057212047212
9162038,9162060,512.7677777777777
9162038,9162061,409.4332234836102
9162038,9162062,390.94065538241745
9162038,9162063,547.8814862914862
9162038,9162064,425.43874671297823
