interval_begin;interval_end;interval_id;interval_sampledSeconds;interval_departed;interval_arrived;interval_entered;interval_left;interval_density;interval_laneDensity;interval_occupancy;interval_waitingTime;interval_timeLoss;interval_speed;interval_vaporized;typedInterval_begin;typedInterval_end;typedInterval_id;typedInterval_type;typedInterval_departed;typedInterval_arrived;typedInterval_entered;typedInterval_left;typedInterval_sampledSeconds;typedInterval_density;typedInterval_occupancy;typedInterval_waitingTime;typedInterval_timeLoss;typedInterval_speed;typedInterval_vaporized
31500.00;32400.00;e1Detector_260756029#0_0_1169;243.61;4;4;81;81;7.07;2.36;1.18;0.00;8.83;13.37;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_260756029#0_1_1170;243.61;4;4;81;81;7.07;2.36;1.18;0.00;8.83;13.37;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_260756029#0_2_1171;243.61;4;4;81;81;7.07;2.36;1.18;0.00;8.83;13.37;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_260756032_0_841;689.50;0;16;106;89;8.80;4.40;2.20;0.00;19.85;13.35;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_260756032_1_842;689.50;0;16;106;89;8.80;4.40;2.20;0.00;19.85;13.35;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_260756036#0_0_838;315.55;13;4;69;78;6.56;2.19;1.09;0.00;1.79;13.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_260756036#0_1_839;315.55;13;4;69;78;6.56;2.19;1.09;0.00;1.79;13.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_260756036#0_2_840;315.55;13;4;69;78;6.56;2.19;1.09;0.00;1.79;13.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_261314510#0_0_146;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_261314510#0_1_147;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_261604625#0_1_950;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_261604625#0_2_951;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264448396#0_0_1378;175.44;0;0;24;24;1.91;0.96;0.48;0.00;2.19;13.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264448396#0_1_1379;175.44;0;0;24;24;1.91;0.96;0.48;0.00;2.19;13.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264478234#0_0_518;371.57;0;0;56;56;4.50;2.25;1.13;0.00;3.26;13.88;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264478234#0_1_517;371.57;0;0;56;56;4.50;2.25;1.13;0.00;3.26;13.88;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264955140#0_0_73;106.28;9;12;67;64;6.54;6.54;3.27;0.00;5.89;12.91;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264955141#0_0_524;399.22;10;13;112;110;10.02;5.01;2.51;0.00;1.34;13.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264955141#0_1_525;399.22;10;13;112;110;10.02;5.01;2.51;0.00;1.34;13.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264964139#0_0_69;526.50;28;33;75;70;9.02;9.02;4.51;0.00;33.76;12.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_264964139#0_0_72;526.50;28;33;75;70;9.02;9.02;4.51;0.00;33.76;12.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616622#0_0_906;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616622#0_1_907;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616622#0_2_908;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616622#0_3_909;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616995#0_0_44;42.63;0;0;18;18;1.47;0.37;0.18;0.00;0.00;13.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616995#0_1_45;42.63;0;0;18;18;1.47;0.37;0.18;0.00;0.00;13.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616995#0_2_46;42.63;0;0;18;18;1.47;0.37;0.18;0.00;0.00;13.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616995#0_3_47;42.63;0;0;18;18;1.47;0.37;0.18;0.00;0.00;13.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616996#0_0_56;296.99;13;7;49;55;5.10;1.70;0.85;0.00;1.43;13.51;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_265616996#0_1_55;296.99;13;7;49;55;5.10;1.70;0.85;0.00;1.43;13.51;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415535#0_0_1293;475.95;0;0;166;165;14.11;4.70;2.35;0.00;28.08;12.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415535#0_1_1294;475.95;0;0;166;165;14.11;4.70;2.35;0.00;28.08;12.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415535#0_2_1295;475.95;0;0;166;165;14.11;4.70;2.35;0.00;28.08;12.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415536_0_238;24.49;0;0;52;52;4.37;2.18;1.09;0.00;0.59;13.23;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415536_1_239;24.49;0;0;52;52;4.37;2.18;1.09;0.00;0.59;13.23;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415537#0_0_230;567.65;0;0;138;138;11.55;3.85;1.93;0.00;22.21;13.27;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415537#0_1_231;567.65;0;0;138;138;11.55;3.85;1.93;0.00;22.21;13.27;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415537#0_2_232;567.65;0;0;138;138;11.55;3.85;1.93;0.00;22.21;13.27;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415538_0_237;47.96;0;0;52;52;4.37;1.46;0.73;0.00;1.16;13.23;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266415539#0_0_98;1038.24;0;6;116;113;10.58;10.58;5.29;0.00;107.16;12.44;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266954745#0_1_1307;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_266954745#0_2_1306;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26696133#0_0_1155;722.98;0;0;135;135;9.22;3.07;1.54;0.00;11.76;16.35;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26696133#0_1_1156;722.98;0;0;135;135;9.22;3.07;1.54;0.00;11.76;16.35;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26696133#0_2_1157;722.98;0;0;135;135;9.22;3.07;1.54;0.00;11.76;16.35;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_267576364#0_0_612;291.25;0;0;40;40;3.30;1.65;0.83;0.00;4.19;13.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_267576364#0_1_613;291.25;0;0;40;40;3.30;1.65;0.83;0.00;4.19;13.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26798628_0_1122;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26798628_0_1145;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26798628_1_1123;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26798628_1_1146;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26798628_2_1124;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26798628_2_1147;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26824818_0_1272;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26824916#0_0_795;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_26824916#0_1_796;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_269170230#0_0_185;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_269170230#0_1_186;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_269170230#0_2_187;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_269170230#0_3_188;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_269170230#0_4_189;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_27149716#0_0_130;39.77;0;0;5;5;0.41;0.41;0.20;0.00;0.27;13.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_271888999#0_0_631;470.31;0;0;152;150;12.35;6.17;3.09;0.00;9.44;13.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_271888999#0_1_632;470.31;0;0;152;150;12.35;6.17;3.09;0.00;9.44;13.60;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_27201856#0_0_24;801.70;0;0;113;113;63.45;63.45;31.72;0.00;728.89;1.98;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_27417815#0_1_390;1445.53;0;0;192;191;15.54;3.89;1.94;0.00;21.55;13.68;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_27417815#0_2_391;1445.53;0;0;192;191;15.54;3.89;1.94;0.00;21.55;13.68;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_276604358#0_0_180;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_276604358#0_1_179;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_276604358#0_2_178;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_277098634#0_0_1509;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_277098634#0_1_1510;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_277098634#0_2_1511;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28338977#0_0_398;7522.89;0;0;287;276;184.28;61.43;30.71;0.00;6581.44;1.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28338977#0_0_879;7522.89;0;0;287;276;184.28;61.43;30.71;0.00;6581.44;1.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28338977#0_1_399;7522.89;0;0;287;276;184.28;61.43;30.71;0.00;6581.44;1.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28338977#0_1_877;7522.89;0;0;287;276;184.28;61.43;30.71;0.00;6581.44;1.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28338977#0_2_400;7522.89;0;0;287;276;184.28;61.43;30.71;0.00;6581.44;1.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28338977#0_2_878;7522.89;0;0;287;276;184.28;61.43;30.71;0.00;6581.44;1.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28395840#0_1_140;26104.05;0;0;162;148;327.07;65.41;32.71;0.00;24995.74;0.58;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28395840#0_2_141;26104.05;0;0;162;148;327.07;65.41;32.71;0.00;24995.74;0.58;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_28395840#0_3_142;26104.05;0;0;162;148;327.07;65.41;32.71;0.00;24995.74;0.58;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_287742028_0_466;95.79;0;0;18;18;1.19;0.40;0.20;0.00;0.00;16.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_287742028_1_465;95.79;0;0;18;18;1.19;0.40;0.20;0.00;0.00;16.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_287742028_2_464;95.79;0;0;18;18;1.19;0.40;0.20;0.00;0.00;16.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_289927470#0_0_743;291.84;0;0;34;34;2.71;0.68;0.34;0.00;1.55;13.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_289927470#0_1_744;291.84;0;0;34;34;2.71;0.68;0.34;0.00;1.55;13.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_289927470#0_2_745;291.84;0;0;34;34;2.71;0.68;0.34;0.00;1.55;13.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_289927470#0_3_746;291.84;0;0;34;34;2.71;0.68;0.34;0.00;1.55;13.93;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290397695#0_0_628;185.57;0;0;28;30;2.32;1.16;0.58;0.00;0.72;13.66;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290397695#0_1_629;185.57;0;0;28;30;2.32;1.16;0.58;0.00;0.72;13.66;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290406781#0_0_1269;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290406781#0_0_299;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290406781#0_0_962;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290406781#0_1_1268;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290406781#0_1_300;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290406781#0_1_961;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290582411_0_1006;1096.31;0;0;136;133;11.33;5.66;2.83;0.00;47.56;13.27;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290582411_0_314;1082.13;0;0;137;137;11.18;5.59;2.79;0.00;21.34;13.62;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290582411_1_1007;1096.31;0;0;136;133;11.33;5.66;2.83;0.00;47.56;13.27;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_290582411_1_315;1082.13;0;0;137;137;11.18;5.59;2.79;0.00;21.34;13.62;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_291798665_0_472;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_291798665_1_473;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_291798675_0_475;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_291798675_1_474;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292767086#0_1_246;49.99;0;0;84;85;7.09;3.55;1.77;0.00;0.91;13.25;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292781218_0_735;357.04;0;0;57;57;3.95;1.97;0.99;0.00;13.92;16.04;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292781218_1_736;357.04;0;0;57;57;3.95;1.97;0.99;0.00;13.92;16.04;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292911360_0_1440;2397.15;0;0;270;272;24.42;12.21;6.11;0.00;242.57;12.30;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292911360_1_1441;2397.15;0;0;270;272;24.42;12.21;6.11;0.00;242.57;12.30;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292944729_3_1326;210.19;0;0;152;152;13.13;3.28;1.64;0.00;13.79;12.86;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292944729_3_1327;210.19;0;0;152;152;13.13;3.28;1.64;0.00;13.79;12.86;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292946857#0_0_108;4170.25;28;0;291;302;48.51;24.26;12.13;0.00;1985.63;7.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292946857#0_0_114;2496.74;0;16;302;281;29.05;14.52;7.26;0.00;396.18;11.48;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292946857#0_1_109;4170.25;28;0;291;302;48.51;24.26;12.13;0.00;1985.63;7.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292946857#0_1_115;2496.74;0;16;302;281;29.05;14.52;7.26;0.00;396.18;11.48;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292950400_1_178;617.00;0;0;119;119;10.84;5.42;2.71;0.00;65.59;12.20;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292950406#0_0_1334;53.84;0;0;20;20;1.62;0.81;0.41;0.00;1.20;13.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292950406#0_1_1333;53.84;0;0;20;20;1.62;0.81;0.41;0.00;1.20;13.71;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292953660#0_0_269;440.59;0;9;58;49;4.83;2.42;1.21;0.00;6.71;13.33;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292953660#0_1_270;440.59;0;9;58;49;4.83;2.42;1.21;0.00;6.71;13.33;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292960291_0_90;3089.80;0;0;386;379;33.31;16.65;8.33;0.00;238.56;12.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292960292_0_405;1147.92;0;0;170;169;14.70;7.35;3.67;0.00;65.60;12.79;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292960292_1_406;1147.92;0;0;170;169;14.70;7.35;3.67;0.00;65.60;12.79;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292960296#0_0_641;4174.33;0;0;474;476;44.27;22.13;11.07;0.00;552.60;11.89;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292960296#0_1_642;4174.33;0;0;474;476;44.27;22.13;11.07;0.00;552.60;11.89;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292962069_0_257;21151.38;0;0;254;239;197.21;98.61;49.30;0.00;18923.74;1.45;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_292962069_1_258;21151.38;0;0;254;239;197.21;98.61;49.30;0.00;18923.74;1.45;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_293475334#2_0_1210;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_293475334#2_0_293;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_293475334#2_0_295;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_293475334#2_1_1209;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_293475334#2_1_294;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_293475334#2_1_296;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_294363850#3_0_72;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_29448442#0_0_177;1798.28;25;30;442;437;41.30;13.77;6.88;0.00;143.91;12.55;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_29448442#0_1_178;1798.28;25;30;442;437;41.30;13.77;6.88;0.00;143.91;12.55;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_29448442#0_2_179;1798.28;25;30;442;437;41.30;13.77;6.88;0.00;143.91;12.55;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_296888159#0_0_1059;14106.52;0;0;138;118;296.91;98.97;49.49;0.00;13596.41;0.51;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_296888159#0_1_1060;14106.52;0;0;138;118;296.91;98.97;49.49;0.00;13596.41;0.51;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_296888159#0_2_1061;14106.52;0;0;138;118;296.91;98.97;49.49;0.00;13596.41;0.51;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_298829443_0_796;1681.20;15;0;169;190;17.40;8.70;4.35;0.00;243.78;11.83;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_298829443_1_797;1681.20;15;0;169;190;17.40;8.70;4.35;0.00;243.78;11.83;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_299732899#0_0_910;42.68;0;0;19;18;1.53;0.38;0.19;0.00;0.00;13.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_299732899#0_1_911;42.68;0;0;19;18;1.53;0.38;0.19;0.00;0.00;13.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_299732899#0_2_912;42.68;0;0;19;18;1.53;0.38;0.19;0.00;0.00;13.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_299732899#0_3_913;42.68;0;0;19;18;1.53;0.38;0.19;0.00;0.00;13.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_300559240#0_0_1015;713.38;14;22;235;227;22.44;11.22;5.61;0.00;75.60;12.33;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_300559240#0_1_1016;713.38;14;22;235;227;22.44;11.22;5.61;0.00;75.60;12.33;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30195491#0_0_101;1783.61;0;0;251;250;21.65;10.83;5.41;0.00;122.76;12.88;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30195491#0_1_102;1783.61;0;0;251;250;21.65;10.83;5.41;0.00;122.76;12.88;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30294027_1_1317;839.54;0;0;147;147;12.37;6.19;3.09;0.00;34.15;13.20;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303365639#0_0_1512;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303365639#0_1_1513;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303365639#0_2_1514;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303515077#0_0_30;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303515077#0_1_31;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303993534_0_274;1201.65;13;5;233;237;21.39;5.35;2.67;0.00;88.94;12.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303993534_1_275;1201.65;13;5;233;237;21.39;5.35;2.67;0.00;88.94;12.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303993534_2_276;1201.65;13;5;233;237;21.39;5.35;2.67;0.00;88.94;12.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_303993534_3_277;1201.65;13;5;233;237;21.39;5.35;2.67;0.00;88.94;12.75;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_304423859_0_142;49.98;0;0;7;7;0.59;0.59;0.30;0.00;0.00;13.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_304423860#0_0_180;2893.03;0;0;435;435;36.80;12.27;6.13;0.00;121.09;13.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_304423860#0_1_181;2893.03;0;0;435;435;36.80;12.27;6.13;0.00;121.09;13.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_304423860#0_2_182;2893.03;0;0;435;435;36.80;12.27;6.13;0.00;121.09;13.15;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30603896#0_0_561;1059.91;0;0;159;158;20.42;20.42;10.21;0.00;386.64;8.65;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_307219396#0_0_1213;643.66;0;0;88;87;7.04;2.35;1.17;0.00;5.09;13.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_307219396#0_1_1214;643.66;0;0;88;87;7.04;2.35;1.17;0.00;5.09;13.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_307219396#0_2_1215;643.66;0;0;88;87;7.04;2.35;1.17;0.00;5.09;13.76;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_307219406#0_0_1216;939.51;0;0;146;146;11.91;3.97;1.98;0.00;12.76;13.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_307219406#0_1_1217;939.51;0;0;146;146;11.91;3.97;1.98;0.00;12.76;13.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_307219406#0_2_1218;939.51;0;0;146;146;11.91;3.97;1.98;0.00;12.76;13.69;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30816594#0_0_206;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30816594#0_1_205;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30816874#0_0_762;404.43;0;0;104;103;8.68;8.68;4.34;0.00;17.70;13.21;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30816876#0_0_1225;1102.62;0;0;157;155;13.43;13.43;6.72;0.00;61.03;12.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30816876#0_0_358;1102.62;0;0;157;155;13.43;13.43;6.72;0.00;61.03;12.90;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30817196_0_713;275.99;0;9;37;28;3.17;1.59;0.79;0.00;8.64;12.96;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_308784466#0_0_1083;817.15;0;0;114;113;9.32;4.66;2.33;0.00;9.67;13.57;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_308784466#0_0_34;848.02;0;0;111;110;9.68;4.84;2.42;0.00;65.11;12.70;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_308784466#0_0_413;829.63;0;0;110;109;9.47;4.73;2.37;0.00;56.58;12.81;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_308784466#0_1_1087;817.15;0;0;114;113;9.32;4.66;2.33;0.00;9.67;13.57;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_308784466#0_1_35;848.02;0;0;111;110;9.68;4.84;2.42;0.00;65.11;12.70;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_308784466#0_1_412;829.63;0;0;110;109;9.47;4.73;2.37;0.00;56.58;12.81;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30909676_0_184;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30909676_1_183;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
31500.00;32400.00;e1Detector_30964917_0_1370;356.04;0;0;111;111;10.09;10.09;5.05;0.00;38.46;12.22;;;;;;;;;;;;;;;;
