interval_begin;interval_end;interval_id;interval_sampledSeconds;interval_departed;interval_arrived;interval_entered;interval_left;interval_density;interval_laneDensity;interval_occupancy;interval_waitingTime;interval_timeLoss;interval_speed;interval_vaporized;typedInterval_begin;typedInterval_end;typedInterval_id;typedInterval_type;typedInterval_departed;typedInterval_arrived;typedInterval_entered;typedInterval_left;typedInterval_sampledSeconds;typedInterval_density;typedInterval_occupancy;typedInterval_waitingTime;typedInterval_timeLoss;typedInterval_speed;typedInterval_vaporized
28800.00;29700.00;e1Detector_-103281163#2_0_1167;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-114254840#1_0_74;133.39;0;0;126;126;10.44;5.22;2.61;0.00;2.65;13.40;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-114254840#1_1_75;133.39;0;0;126;126;10.44;5.22;2.61;0.00;2.65;13.40;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-114255526_0_252;2314.17;0;0;169;163;24.51;12.25;6.13;0.00;159.72;7.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-114255526_1_253;2314.17;0;0;169;163;24.51;12.25;6.13;0.00;159.72;7.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-122857296#1_0_435;851.53;0;0;124;124;10.57;10.57;5.29;0.00;53.38;13.03;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-122857296#1_0_506;864.39;0;0;124;123;10.73;10.73;5.37;0.00;71.74;12.75;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-134123085#2_0_328;1536.72;0;0;318;314;25.77;12.89;6.44;0.00;12.69;13.63;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-134123085#2_1_329;1536.72;0;0;318;314;25.77;12.89;6.44;0.00;12.69;13.63;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-134575642_1_191;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-141433955_0_527;660.17;0;0;197;197;16.47;8.23;4.12;0.00;16.17;13.29;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-141433955_1_526;660.17;0;0;197;197;16.47;8.23;4.12;0.00;16.17;13.29;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-143303450_0_388;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-143304972#1_0_189;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-143304972#1_1_190;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-146645330_0_1489;557.04;0;0;73;72;6.22;6.22;3.11;0.00;31.44;12.99;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-146800313#2_0_139;5211.02;0;0;198;180;116.73;38.91;19.46;0.00;4522.85;1.83;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-146800313#2_1_138;5211.02;0;0;198;180;116.73;38.91;19.46;0.00;4522.85;1.83;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-146800313#2_2_137;5211.02;0;0;198;180;116.73;38.91;19.46;0.00;4522.85;1.83;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-147926678#4_0_82;405.05;0;13;56;43;4.92;2.46;1.23;0.00;26.40;12.65;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-147926678#4_1_83;405.05;0;13;56;43;4.92;2.46;1.23;0.00;26.40;12.65;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151087449#2_0_501;355.90;0;0;50;50;4.18;4.18;2.09;0.00;13.02;13.29;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151087452#4_0_1057;192.72;0;0;26;24;2.19;2.19;1.09;0.00;6.45;12.95;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151145694_0_886;365.01;0;0;48;48;3.94;1.97;0.98;0.00;5.79;13.54;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151754277#1_1_1010;235.79;0;0;121;120;10.09;5.05;2.52;0.00;9.98;13.22;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151782111#2_0_602;505.35;12;7;79;84;7.71;2.57;1.29;0.00;24.56;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151782111#2_1_603;505.35;12;7;79;84;7.71;2.57;1.29;0.00;24.56;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151782111#2_2_604;505.35;12;7;79;84;7.71;2.57;1.29;0.00;24.56;13.11;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151860715_0_1054;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151878378_0_68;1657.67;0;0;187;186;16.04;16.04;8.02;0.00;121.60;12.88;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151945454#2_0_769;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151945454#2_1_770;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-151996169_1_13;1885.55;0;11;138;127;19.83;9.91;4.96;0.00;120.22;7.73;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-152110769_0_1443;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-152468885#2_0_63;555.59;0;0;75;75;6.28;6.28;3.14;0.00;19.49;13.28;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-152468885#2_0_64;555.59;0;0;75;75;6.28;6.28;3.14;0.00;19.49;13.28;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-153470059#2_1_1194;591.43;0;0;138;138;13.35;4.45;2.22;0.00;107.82;11.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-153470059#2_2_1193;591.43;0;0;138;138;13.35;4.45;2.22;0.00;107.82;11.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-155603789#1_0_1291;639.22;0;0;86;83;7.43;7.43;3.72;0.00;50.37;12.51;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-157798419_1_184;699.31;0;0;162;162;14.90;4.97;2.48;0.00;77.86;12.08;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-157798419_2_185;699.31;0;0;162;162;14.90;4.97;2.48;0.00;77.86;12.08;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-158901369_0_760;33.45;0;0;5;5;0.40;0.40;0.20;0.00;0.84;13.93;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-167443079_0_395;3113.46;0;0;366;364;34.78;11.59;5.80;0.00;498.11;11.64;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-167443079_1_396;3113.46;0;0;366;364;34.78;11.59;5.80;0.00;498.11;11.64;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-167443079_2_397;3113.46;0;0;366;364;34.78;11.59;5.80;0.00;498.11;11.64;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-168719672_0_356;1248.81;0;0;183;181;15.67;15.67;7.83;0.00;59.36;12.96;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-176837682_1_174;1116.25;0;0;210;207;16.83;4.21;2.10;0.00;9.21;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-176837682_2_175;1116.25;0;0;210;207;16.83;4.21;2.10;0.00;9.21;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-176837682_3_176;1116.25;0;0;210;207;16.83;4.21;2.10;0.00;9.21;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-185529649_0_195;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-18959384_0_202;740.93;0;0;129;129;10.41;3.47;1.73;0.00;10.45;13.77;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-18959384_1_203;740.93;0;0;129;129;10.41;3.47;1.73;0.00;10.45;13.77;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-218270484#1_0_1020;207.75;0;0;47;47;3.99;1.99;1.00;0.00;13.44;13.10;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-218270484#1_1_1021;207.75;0;0;47;47;3.99;1.99;1.00;0.00;13.44;13.10;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-232867856_0_1065;415.00;0;0;61;61;4.88;4.88;2.44;0.00;8.87;13.88;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-23967821_0_1008;842.62;0;0;152;151;12.66;6.33;3.16;0.00;22.83;13.30;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-23967821_1_1009;842.62;0;0;152;151;12.66;6.33;3.16;0.00;22.83;13.30;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-241052498#1_0_251;2497.79;0;0;280;277;23.69;11.85;5.92;0.00;114.15;13.05;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-241052498#1_1_252;2497.79;0;0;280;277;23.69;11.85;5.92;0.00;114.15;13.05;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-256851512_1_1523;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-25943198_0_67;119.23;0;0;15;15;1.15;1.15;0.57;0.00;0.57;14.52;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-260345666_0_537;191.31;0;0;134;133;10.71;5.35;2.68;0.00;0.02;13.85;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-260510503_0_1241;369.53;0;0;84;81;6.95;2.32;1.16;0.00;9.70;13.21;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-260510503_1_1240;369.53;0;0;84;81;6.95;2.32;1.16;0.00;9.70;13.21;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-260510503_2_1239;369.53;0;0;84;81;6.95;2.32;1.16;0.00;9.70;13.21;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-264448401#5_0_703;6.80;0;0;1;1;0.08;0.08;0.04;0.00;0.00;13.75;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-264448401#5_0_949;6.80;0;0;1;1;0.08;0.08;0.04;0.00;0.00;13.75;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-26753700#1_0_530;1471.73;13;5;163;171;14.42;7.21;3.60;0.00;31.07;13.56;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-26753700#1_1_531;1471.73;13;5;163;171;14.42;7.21;3.60;0.00;31.07;13.56;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-27145307#2_2_1297;295.07;0;0;71;71;5.85;1.95;0.97;0.00;1.60;13.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-280614998_0_945;978.88;0;0;126;126;10.87;10.87;5.43;0.00;61.36;12.88;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-292914314#2_0_1389;693.11;0;0;76;75;6.36;3.18;1.59;0.00;24.16;13.21;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-292914314#2_1_1390;693.11;0;0;76;75;6.36;3.18;1.59;0.00;24.16;13.21;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-292944725#1_0_5;1247.90;0;0;162;159;14.47;14.47;7.24;0.00;125.87;12.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-29448442#1_0_186;628.57;22;22;150;150;14.57;7.28;3.64;0.00;20.31;13.12;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-29448442#1_1_187;628.57;22;22;150;150;14.57;7.28;3.64;0.00;20.31;13.12;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-29461886#1_0_141;152.10;0;0;20;20;1.67;1.67;0.84;0.00;6.89;13.29;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-29461886#1_0_434;151.22;0;0;21;20;1.66;1.66;0.83;0.00;1.08;13.84;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-304423860#1_0_183;1356.79;52;40;150;161;17.33;17.33;8.66;0.00;90.29;12.90;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-304504212_0_1387;1468.55;0;0;213;212;19.01;19.01;9.50;0.00;153.61;12.45;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-30816922#3_0_1224;1203.74;35;0;125;158;14.69;14.69;7.34;0.00;157.91;12.05;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-30816922#3_0_359;1080.02;0;0;158;158;13.18;13.18;6.59;0.00;43.91;13.32;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-30816922#3_0_761;1106.55;0;24;157;132;13.50;13.50;6.75;0.00;79.42;12.89;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-30917885#1_0_14;546.39;28;21;69;76;8.18;2.73;1.36;0.00;20.40;13.18;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-30917885#1_1_15;546.39;28;21;69;76;8.18;2.73;1.36;0.00;20.40;13.18;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-30917885#1_2_16;546.39;28;21;69;76;8.18;2.73;1.36;0.00;20.40;13.18;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-310707192#1_1_868;1094.85;0;9;148;137;12.48;6.24;3.12;0.00;54.94;13.06;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-310719822_0_1075;325.14;0;12;46;34;3.82;1.91;0.96;0.00;1.16;13.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-310719822_1_1074;325.14;0;12;46;34;3.82;1.91;0.96;0.00;1.16;13.37;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31130637_0_188;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_0_204;919.63;0;0;134;132;10.83;3.61;1.81;0.00;23.42;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_0_320;966.66;0;0;139;137;11.39;3.80;1.90;0.00;29.76;13.55;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_0_587;919.63;0;0;134;132;10.83;3.61;1.81;0.00;23.42;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_1_205;919.63;0;0;134;132;10.83;3.61;1.81;0.00;23.42;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_1_321;966.66;0;0;139;137;11.39;3.80;1.90;0.00;29.76;13.55;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_1_586;919.63;0;0;134;132;10.83;3.61;1.81;0.00;23.42;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_2_206;919.63;0;0;134;132;10.83;3.61;1.81;0.00;23.42;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_2_322;966.66;0;0;139;137;11.39;3.80;1.90;0.00;29.76;13.55;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-31159465_2_585;919.63;0;0;134;132;10.83;3.61;1.81;0.00;23.42;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-311960667_0_1059;339.39;0;0;76;76;6.36;3.18;1.59;0.00;3.19;13.28;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-314095467_0_800;158.70;0;0;26;26;1.74;0.87;0.43;0.00;0.00;16.62;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-314095467_1_801;158.70;0;0;26;26;1.74;0.87;0.43;0.00;0.00;16.62;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315156359#2_0_599;294.21;0;0;69;67;5.95;1.98;0.99;0.00;22.94;12.72;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315156359#2_1_600;294.21;0;0;69;67;5.95;1.98;0.99;0.00;22.94;12.72;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315156359#2_2_601;294.21;0;0;69;67;5.95;1.98;0.99;0.00;22.94;12.72;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315156367#2_0_598;115.77;11;5;32;38;3.47;3.47;1.74;0.00;2.28;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315202560#1_0_624;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315202560#1_1_623;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315825107_0_231;1088.00;21;20;163;161;16.21;8.10;4.05;0.00;103.44;12.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-315825107_1_232;1088.00;21;20;163;161;16.21;8.10;4.05;0.00;103.44;12.49;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-323443316#2_0_828;286.18;0;0;47;47;3.79;1.26;0.63;0.00;5.29;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-323443316#2_1_829;286.18;0;0;47;47;3.79;1.26;0.63;0.00;5.29;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-323443316#2_2_830;286.18;0;0;47;47;3.79;1.26;0.63;0.00;5.29;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-323443316#2_2_835;286.18;0;0;47;47;3.79;1.26;0.63;0.00;5.29;13.76;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-32958394#2_0_802;558.24;15;6;134;143;12.17;4.06;2.03;0.00;1.88;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-32958394#2_1_803;558.24;15;6;134;143;12.17;4.06;2.03;0.00;1.88;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-32958394#2_2_801;558.24;15;6;134;143;12.17;4.06;2.03;0.00;1.88;13.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-334724792_0_336;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-334724792_0_348;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-340783854_0_894;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-34182814_0_270;752.17;0;0;100;100;8.14;4.07;2.03;0.00;12.07;13.65;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-34182814_1_271;752.17;0;0;100;100;8.14;4.07;2.03;0.00;12.07;13.65;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-34567685#1_0_574;6.41;0;0;3;3;0.22;0.11;0.06;0.00;0.00;15.04;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-34567685#1_1_575;6.41;0;0;3;3;0.22;0.11;0.06;0.00;0.00;15.04;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-35108720#3_0_101;489.21;0;4;64;58;5.34;5.34;2.67;0.00;17.36;13.19;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-3654343_0_799;2038.09;0;0;261;258;23.60;23.60;11.80;0.00;215.23;12.18;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-366231807#3_0_39;460.41;0;0;61;59;5.07;5.07;2.54;0.00;18.86;13.25;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-366721040#2_0_751;511.88;4;3;53;54;4.66;2.33;1.16;0.00;1.94;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-366721040#2_1_750;511.88;4;3;53;54;4.66;2.33;1.16;0.00;1.94;13.60;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-368992148_0_378;286.06;0;0;43;41;3.46;3.46;1.73;0.00;11.56;13.39;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-36914644_0_249;1721.94;0;0;236;233;20.22;10.11;5.05;0.00;120.73;12.83;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-36914644_1_250;1721.94;0;0;236;233;20.22;10.11;5.05;0.00;120.73;12.83;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-372036333#2_0_1377;205.70;0;0;26;26;2.20;2.20;1.10;0.00;7.09;13.13;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37427647#2_0_595;916.89;0;0;135;133;11.33;11.33;5.66;0.00;40.16;13.07;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665392_0_235;1406.57;27;19;291;298;31.68;15.84;7.92;0.00;266.05;11.13;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665392_1_236;1406.57;27;19;291;298;31.68;15.84;7.92;0.00;266.05;11.13;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665415#2_0_227;1014.88;0;6;150;143;12.66;6.33;3.16;0.00;40.16;13.15;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665415#2_0_289;1051.49;0;0;150;150;13.11;6.56;3.28;0.00;75.66;12.71;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665415#2_1_228;1014.88;0;6;150;143;12.66;6.33;3.16;0.00;40.16;13.15;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665502#6_0_230;1166.66;0;10;134;122;11.75;11.75;5.87;0.00;95.61;12.61;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665502#6_0_233;1150.97;9;0;126;135;11.59;11.59;5.79;0.00;67.04;12.94;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665691#2_0_104;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665691#2_0_99;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665691#2_1_100;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665691#2_1_105;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37665849_2_802;142.55;0;0;27;27;1.80;0.60;0.30;0.00;0.00;16.63;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-37760229#1_0_869;368.93;0;0;53;53;4.40;4.40;2.20;0.00;8.81;13.39;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-377759895_0_817;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-377759895_1_818;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-381802254_0_103;136.08;0;0;19;19;1.50;1.50;0.75;0.00;0.48;14.06;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-381802254_0_240;136.08;0;0;19;19;1.50;1.50;0.75;0.00;0.48;14.06;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-38349485#1_0_13;953.96;0;0;239;238;20.13;6.71;3.35;0.00;45.75;13.15;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-38349485#1_1_11;953.96;0;0;239;238;20.13;6.71;3.35;0.00;45.75;13.15;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-38349485#1_2_12;953.96;0;0;239;238;20.13;6.71;3.35;0.00;45.75;13.15;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-3845812#1_0_154;889.90;0;0;95;95;8.24;8.24;4.12;0.00;63.35;12.81;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-39168607_0_1522;306.00;0;0;43;43;3.53;3.53;1.77;0.00;5.48;13.53;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41532483_0_100;74.78;0;0;11;11;0.87;0.43;0.22;0.00;0.00;14.07;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41532483_1_99;74.78;0;0;11;11;0.87;0.43;0.22;0.00;0.00;14.07;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41821146#2_0_534;579.05;0;0;107;106;9.04;3.01;1.51;0.00;23.05;13.13;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41821146#2_1_535;579.05;0;0;107;106;9.04;3.01;1.51;0.00;23.05;13.13;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41821146#2_2_536;579.05;0;0;107;106;9.04;3.01;1.51;0.00;23.05;13.13;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41821147#2_0_785;760.41;0;0;92;92;7.47;3.73;1.87;0.00;9.11;13.68;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41821147#2_1_786;760.41;0;0;92;92;7.47;3.73;1.87;0.00;9.11;13.68;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-41821148#2_2_538;325.67;0;0;133;133;10.78;3.59;1.80;0.00;3.33;13.71;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-419896645_0_109;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-419896645_1_110;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-419896654_0_389;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-42150869_0_781;383.11;14;6;123;131;11.25;5.62;2.81;0.00;8.88;13.54;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-42150869_1_782;383.11;14;6;123;131;11.25;5.62;2.81;0.00;8.88;13.54;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-42446215_1_1222;220.52;0;0;99;98;8.49;2.83;1.42;0.00;7.53;12.92;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-42446215_2_1223;220.52;0;0;99;98;8.49;2.83;1.42;0.00;7.53;12.92;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-4363555_0_160;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-4481108#1_1_108;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-4543482#2_0_1296;63.62;0;0;9;9;0.75;0.75;0.38;0.00;0.98;13.31;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-4591307_0_171;250.96;0;0;136;136;11.39;3.80;1.90;0.00;10.43;13.27;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-4591307_1_172;250.96;0;0;136;136;11.39;3.80;1.90;0.00;10.43;13.27;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-4591307_2_173;250.96;0;0;136;136;11.39;3.80;1.90;0.00;10.43;13.27;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-4645383#1_0_228;465.75;0;0;68;66;5.65;5.65;2.82;0.00;15.81;13.30;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-46737749_0_87;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-49075255#4_0_156;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-500266712_0_74;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
28800.00;29700.00;e1Detector_-500266712_1_73;0.00;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
